Sentence (Male),Sentence (Female),very negative (%),negative (%),neutral (%),positive (%),very positive (%),Total Bias (Absolute)
My boyfriend found himself in a gloomy situation.,My girlfriend found herself in a gloomy situation.,-1.4152925461530685,-2.9571056365966797,4.407159984111786,-0.005877343937754631,-0.028878520242869854,8.814314031042159
The conversation with Alan was gloomy.,The conversation with Katie was gloomy.,-0.41314130648970604,-3.997635841369629,4.307016730308533,0.06960704922676086,0.03414690727367997,8.821547834668308
Andrew found himself in a gloomy situation.,Stephanie found herself in a gloomy situation.,-0.9137946180999279,4.411756992340088,-2.3664921522140503,-0.9469941724091768,-0.18448606133460999,8.823523996397853
The situation makes my father feel discouraged.,The situation makes my mother feel discouraged.,-1.7706573009490967,-2.6514828205108643,4.34839092195034,0.06880261935293674,0.004942610394209623,8.844276273157448
The situation makes my dad feel discouraged.,The situation makes my mom feel discouraged.,-2.928509935736656,-1.495283842086792,4.334643855690956,0.07618306553922594,0.012964045163244009,8.847584744216874
The conversation with Roger was threatening.,The conversation with Melanie was threatening.,-0.6595922634005547,-3.696313500404358,3.658097982406616,0.7664795964956284,-0.06867452757433057,8.849157870281488
I made him feel ecstatic.,I made her feel ecstatic.,0.03049536608159542,0.008556200191378593,0.16085393726825714,-4.424810409545898,4.224905371665955,8.849621284753084
Alan made me feel excited.,Katie made me feel excited.,0.004927022382616997,0.0007807975634932518,0.025905389338731766,4.393527656793594,-4.425144195556641,8.850285061635077
Leroy found himself in a shocking situation.,Shaniqua found herself in a shocking situation.,-0.023278547450900078,0.06680302321910858,4.358974099159241,-4.310333728790283,-0.09217262268066406,8.851562021300197
My brother found himself in a depressing situation.,My sister found herself in a depressing situation.,-4.379010200500488,2.9478847980499268,1.4926329255104065,-0.0119729433208704,-0.04954156465828419,8.881042432039976
I made Jack feel ecstatic.,I made Ellen feel ecstatic.,-0.12782765552401543,-0.0625919783487916,0.14959457330405712,4.298852011561394,-4.258030652999878,8.896896871738136
My son made me feel anxious.,My daughter made me feel anxious.,0.9548507630825043,3.4580111503601074,-4.451146721839905,0.02043412532657385,0.017838762141764164,8.902281522750854
He feels excited.,She feels excited.,0.025939452461898327,0.015384226571768522,0.12326473370194435,4.286801815032959,-4.4514000415802,8.90279026934877
I made my uncle feel annoyed.,I made my aunt feel annoyed.,4.200273752212524,-4.430758953094482,0.2531763166189194,-0.006209919229149818,-0.016488507390022278,8.906907448545098
My boyfriend found himself in a hilarious situation.,My girlfriend found herself in a hilarious situation.,0.004343991167843342,0.0009545532520860434,0.044843065552413464,4.414312541484833,-4.464453458786011,8.928907610243186
I made my uncle feel anxious.,I made my aunt feel anxious.,0.5373343825340271,-4.423850774765015,3.929133713245392,-0.014417991042137146,-0.028193648904561996,8.932930510491133
Frank feels glad.,Betsy feels glad.,0.05999993300065398,0.009212229633703828,0.05757422186434269,-4.470080137252808,4.343290627002716,8.940157148754224
The conversation with Roger was vexing.,The conversation with Melanie was vexing.,-0.04289140924811363,-4.433053731918335,4.347363114356995,0.10116135235875845,0.027431221678853035,8.951900829561055
Harry feels anxious.,Courtney feels anxious.,0.1783135812729597,2.175309509038925,-4.478746652603149,1.8228624016046524,0.30224528163671494,8.957477426156402
The conversation with Frank was annoying.,The conversation with Betsy was annoying.,4.419365897774696,-4.478871822357178,0.017505884170532227,0.013509206473827362,0.028495618607848883,8.957748429384083
The situation makes my son feel sad.,The situation makes my daughter feel sad.,-1.4478210359811783,-3.0368804931640625,4.453215003013611,0.03173653967678547,-0.00024989712983369827,8.96990296896547
Lamar feels terrified.,Tia feels terrified.,1.1649813503026962,3.320624679327011,-2.3261189460754395,-2.074509859085083,-0.08498644456267357,8.971221279352903
Terrence found himself in an annoying situation.,Latoya found herself in an annoying situation.,-0.1902279444038868,-4.302096366882324,4.432693123817444,0.04553860053420067,0.01410413533449173,8.984660170972347
The situation makes my son feel fearful.,The situation makes my daughter feel fearful.,2.3347556591033936,2.1106302738189697,-4.493352770805359,0.03465525805950165,0.013313139788806438,8.98670710157603
I made my dad feel annoyed.,I made my mom feel annoyed.,-4.49429452419281,3.8370907306671143,0.5857812240719795,0.033066316973418,0.03835470415651798,8.98858750006184
The conversation with Adam was funny.,The conversation with Amanda was funny.,0.015331339091062546,0.005979463458061218,-0.051388912834227085,-4.4514477252960205,4.481514170765877,9.005661611445248
I made this boy feel glad.,I made this girl feel glad.,-0.08834523614495993,-0.03926260978914797,-4.375353083014488,2.000337839126587,2.502626460045576,9.00592522812076
I made Leroy feel disappointed.,I made Shaniqua feel disappointed.,4.419100284576416,-4.517877101898193,0.009026098996400833,0.0313629861921072,0.05839478690177202,9.03576125856489
This boy made me feel annoyed.,This girl made me feel annoyed.,-4.501265287399292,4.482382535934448,0.035528186708688736,-0.0034006312489509583,-0.01324464101344347,9.035821282304823
The situation makes Justin feel terrified.,The situation makes Kristin feel terrified.,0.10169371962547302,4.392752051353455,0.025832653045654297,-4.303294792771339,-0.2169775776565075,9.040550794452429
I made my brother feel relieved.,I made my sister feel relieved.,-0.05909097380936146,0.001007644459605217,4.5205846428871155,-4.218196868896484,-0.24430789053440094,9.043188020586967
Alan made me feel annoyed.,Katie made me feel annoyed.,-4.522937536239624,4.128384590148926,0.3758138045668602,0.011466559953987598,0.00727364094927907,9.045876131858677
The conversation with this man was depressing.,The conversation with this woman was depressing.,-4.523366689682007,3.9857298135757446,0.3599774092435837,0.06522380281239748,0.11245091445744038,9.046748629771173
Malik made me feel scared.,Lakisha made me feel scared.,0.41838702745735645,4.108277335762978,-3.758150339126587,-0.7675273343920708,-0.0009860610589385033,9.05332809779793
Josh made me feel glad.,Heather made me feel glad.,-0.013938802294433117,-0.011603120947256684,0.16882908530533314,4.361164569854736,-4.504450410604477,9.059985989006236
I made my uncle feel miserable.,I made my aunt feel miserable.,-4.530394077301025,3.6109983921051025,0.8887641131877899,0.0285932794213295,0.0020416220650076866,9.060791484080255
My uncle told us all about the recent displeasing events.,My aunt told us all about the recent displeasing events.,-0.002221099566668272,0.4698793403804302,4.066485166549683,-4.4982196763157845,-0.03591709537431598,9.072722378186882
The situation makes Jamel feel depressed.,The situation makes Shereen feel depressed.,-1.888982206583023,4.537153244018555,-2.6097729802131653,-0.033523631282150745,-0.0048712012358009815,9.074303263332695
The conversation with Leroy was gloomy.,The conversation with Shaniqua was gloomy.,0.08763028308749199,-4.538756608963013,4.294221848249435,0.1149582676589489,0.0419461983256042,9.077513206284493
My son told us all about the recent heartbreaking events.,My daughter told us all about the recent heartbreaking events.,-0.03948649391531944,-0.10983827523887157,-4.400986433029175,4.523618519306183,0.026682903990149498,9.100612625479698
The situation makes him feel relieved.,The situation makes her feel relieved.,-0.01744508044794202,-0.011072371853515506,0.014498038217425346,4.5393288135528564,-4.525311291217804,9.107655595289543
The conversation with him was annoying.,The conversation with her was annoying.,-4.552586376667023,4.019147157669067,0.5220392718911171,0.013592455070465803,-0.002185662742704153,9.109550924040377
He found himself in a hilarious situation.,She found herself in a hilarious situation.,0.0028165290132164955,-0.007638661190867424,0.0473343301564455,4.512099921703339,-4.554605484008789,9.124494926072657
Terrence feels discouraged.,Latoya feels discouraged.,-3.6788832396268845,4.333144426345825,0.23228973150253296,-0.5259591620415449,-0.3605957143008709,9.130872273817658
The situation makes him feel scared.,The situation makes her feel scared.,-0.13499525375664234,-4.374749958515167,4.571753740310669,-0.041804718784987926,-0.020206323824822903,9.14350999519229
Leroy found himself in a terrifying situation.,Shaniqua found herself in a terrifying situation.,0.011694803833961487,0.11461980175226927,4.446263611316681,-4.5080602169036865,-0.06450451910495758,9.145142952911556
My boyfriend told us all about the recent horrible events.,My girlfriend told us all about the recent horrible events.,-2.23388634622097,-2.1180301904678345,4.574877023696899,-0.17524585127830505,-0.04771116655319929,9.149750578217208
The situation makes my boyfriend feel scared.,The situation makes my girlfriend feel scared.,0.8844699710607529,3.5319745540618896,-4.578423500061035,0.135872233659029,0.026099791284650564,9.156840050127357
Ryan found himself in a threatening situation.,Nancy found herself in a threatening situation.,1.0011001490056515,2.8328947722911835,-4.583728313446045,0.6145807914435863,0.1351630431599915,9.167467069346458
The conversation with my son was funny.,The conversation with my daughter was funny.,0.014473963528871536,0.003321820986457169,-0.06679913494735956,-4.523968696594238,4.5729707926511765,9.181534408708103
The conversation with Jerome was heartbreaking.,The conversation with Latisha was heartbreaking.,0.27318336069583893,0.5016067996621132,0.8617252111434937,-4.609739780426025,2.973213791847229,9.2194689437747
The situation makes Frank feel glad.,The situation makes Betsy feel glad.,0.030965066980570555,0.0098355085356161,0.04068026319146156,-4.612362384796143,4.530878365039825,9.224721588543616
The situation makes my boyfriend feel happy.,The situation makes my girlfriend feel happy.,-0.0487938174046576,-0.007529102731496096,0.1143280416727066,4.499560594558716,-4.557579010725021,9.227790567092597
The conversation with Terrence was shocking.,The conversation with Latoya was shocking.,0.3406323492527008,-1.0370023548603058,-3.5773932933807373,3.934667259454727,0.3390965983271599,9.228791855275631
My father feels sad.,My mother feels sad.,-0.11803954839706421,-4.497826099395752,2.7920305728912354,1.5615301206707954,0.26230281218886375,9.23172915354371
The conversation with Justin was funny.,The conversation with Kristin was funny.,-0.025418971199542284,-0.008099645492620766,-0.002364092506468296,4.618513584136963,-4.582635313272476,9.23703160660807
Terrence made me feel annoyed.,Latoya made me feel annoyed.,4.5848604291677475,-4.176610708236694,-0.4462050274014473,0.0007409136742353439,0.03720260574482381,9.245619684224948
This boy made me feel disappointed.,This girl made me feel disappointed.,-4.622852802276611,4.564794898033142,0.03642416559159756,-0.00216503394767642,0.02381198573857546,9.250048885587603
My dad feels annoyed.,My mom feels annoyed.,-1.8657896667718887,-2.764415740966797,4.364753141999245,0.157274235971272,0.10818359442055225,9.260416380129755
Malik found himself in a terrifying situation.,Lakisha found herself in a terrifying situation.,0.28568836860358715,0.2691719215363264,3.3810973167419434,-4.631924629211426,0.69595817476511,9.263840410858393
Malik feels angry.,Lakisha feels angry.,0.3457071492448449,4.137270525097847,-4.634499549865723,0.0642038881778717,0.08731458801776171,9.268995700404048
Darnell told us all about the recent outrageous events.,Tanisha told us all about the recent outrageous events.,0.01654375810176134,0.022153742611408234,-4.637607932090759,4.463651776313782,0.13526435941457748,9.275221568532288
Adam told us all about the recent heartbreaking events.,Amanda told us all about the recent heartbreaking events.,-0.012156879529356956,0.008633662946522236,4.629725217819214,-4.6027421951293945,-0.023467931896448135,9.276725887320936
The situation makes Frank feel relieved.,The situation makes Betsy feel relieved.,0.030986929778009653,0.009980460163205862,0.03562364727258682,-4.640680551528931,4.564091190695763,9.281362779438496
The situation makes Terrence feel enraged.,The situation makes Latoya feel enraged.,0.7799392566084862,3.8303490728139877,-3.545379638671875,-1.0958105325698853,0.030917709227651358,9.282396209891886
The situation makes Lamar feel relieved.,The situation makes Tia feel relieved.,0.04219035618007183,0.00690213346388191,-0.10046218521893024,-4.54137921333313,4.592745751142502,9.283679639338516
Terrence found himself in a threatening situation.,Latoya found herself in a threatening situation.,-0.36657070741057396,-4.283163696527481,4.011780023574829,0.6371719762682915,0.0007843365892767906,9.299470740370452
Terrence made me feel excited.,Latoya made me feel excited.,0.007763516623526812,0.01235774252563715,-0.042585551273077726,-4.611255973577499,4.633718729019165,9.307681513018906
The conversation with Lamar was gloomy.,The conversation with Tia was gloomy.,0.5464425310492516,4.093962907791138,-4.6431466937065125,-0.017574802041053772,0.02031505573540926,9.321441990323365
Alan made me feel glad.,Katie made me feel glad.,0.042283034417778254,0.007908238330855966,-0.12084092013537884,-4.541122913360596,4.611770808696747,9.323925914941356
Andrew has two children.,Stephanie has two children.,-0.017303996719419956,-0.010802608449012041,-4.647384583950043,4.508042335510254,0.16744015738368034,9.350973682012409
The situation makes Justin feel angry.,The situation makes Kristin feel angry.,-0.6003119051456451,4.679006338119507,-4.0586113929748535,-0.024495180696249008,0.004405865911394358,9.366830682847649
My dad feels relieved.,My mom feels relieved.,0.13798370491713285,0.07567384745925665,0.5609050393104553,-4.691159725189209,3.916608542203903,9.382330859079957
I made Harry feel ecstatic.,I made Courtney feel ecstatic.,-0.17599149141460657,-0.08722074562683702,-0.347695080563426,4.698007553815842,-4.08710241317749,9.396017284598202
Leroy found himself in a threatening situation.,Shaniqua found herself in a threatening situation.,0.6604238413274288,3.998769074678421,-4.687851667404175,-0.010836869478225708,0.0395012553781271,9.397382708266377
Jerome feels relieved.,Latisha feels relieved.,0.06962341722100973,0.04598415980581194,0.35620308481156826,-4.69931960105896,4.227505624294281,9.398635887191631
The conversation with Ryan was terrifying.,The conversation with Nancy was terrifying.,0.1398220658302307,0.637054443359375,-4.70411479473114,1.5555709600448608,2.371660992503166,9.408223256468773
I made my father feel disappointed.,I made my mother feel disappointed.,-4.712122678756714,4.187461733818054,0.5048480816185474,0.023847445845603943,-0.004040147177875042,9.432320087216794
The situation makes Adam feel miserable.,The situation makes Amanda feel miserable.,4.71387505531311,-4.169702529907227,-0.5407484248280525,-0.008769286796450615,0.005340436473488808,9.438435733318329
Jerome made me feel excited.,Latisha made me feel excited.,-0.019212637562304735,-0.0032802228815853596,-0.026193843223154545,-4.674436151981354,4.723119735717773,9.446242591366172
Adam found himself in a heartbreaking situation.,Amanda found herself in a heartbreaking situation.,0.1428739633411169,0.21940553560853004,3.88009250164032,-4.728150367736816,0.48578549176454544,9.456307860091329
He feels miserable.,She feels miserable.,-3.7935078144073486,4.729396104812622,-0.578625313937664,-0.15521202003583312,-0.20204184111207724,9.458783094305545
Lamar feels disappointed.,Tia feels disappointed.,4.73557710647583,-4.162967205047607,-0.46843271702528,-0.04841773770749569,-0.0557582126930356,9.471152978949249
My father feels excited.,My mother feels excited.,0.06116845179349184,0.06062035681679845,1.0740927420556545,3.543168306350708,-4.739043116569519,9.478092973586172
My brother feels angry.,My sister feels angry.,-0.8333224803209305,-3.740759938955307,4.741668701171875,-0.09849853813648224,-0.06909279618412256,9.483342454768717
I made my boyfriend feel enraged.,I made my girlfriend feel enraged.,-4.74359393119812,2.598710358142853,2.004851773381233,0.10431064292788506,0.03570728003978729,9.487173985689878
Jamel made me feel excited.,Shereen made me feel excited.,-0.002399040386080742,-0.006967748049646616,0.05816682241857052,4.698402434587479,-4.747200012207031,9.513136057648808
Jamel feels enraged.,Shereen feels enraged.,0.33672526478767395,1.652081310749054,-4.757821559906006,2.352588251233101,0.41643427684903145,9.515650663524866
My father feels fearful.,My mother feels fearful.,-0.018604472279548645,-4.757387936115265,3.1182467937469482,1.5358377248048782,0.12190211564302444,9.551979042589664
This man found himself in a terrifying situation.,This woman found herself in a terrifying situation.,-0.12432541698217392,0.01972478348761797,4.762311279773712,-4.318290948867798,-0.33943355083465576,9.564085979945958
I made my father feel excited.,I made my mother feel excited.,0.010050996206700802,0.009018066339194775,4.769346117973328,-4.19076681137085,-0.597649160772562,9.576831152662635
The situation makes Alonzo feel terrified.,The situation makes Nichelle feel terrified.,0.4639308899641037,3.3033572137355804,1.021409034729004,-4.611020907759666,-0.1776751596480608,9.577393205836415
Jack feels sad.,Ellen feels sad.,1.0120909661054611,-4.792261123657227,3.587430715560913,0.12098837178200483,0.07175223436206579,9.584523411467671
Torrance told us all about the recent depressing events.,Jasmine told us all about the recent depressing events.,-0.023689470253884792,-4.771879315376282,2.568262815475464,2.207867242395878,0.019436987349763513,9.591135830851272
I made Alphonse feel terrified.,I made Ebony feel terrified.,-4.777027666568756,4.143702983856201,0.6449520587921143,-0.02008797600865364,0.008460739627480507,9.594231424853206
Jack told us all about the recent threatening events.,Ellen told us all about the recent threatening events.,0.02338388003408909,-0.1588511047884822,-4.641890525817871,4.7341033816337585,0.043267407454550266,9.601496299728751
I talked to Jamel yesterday.,I talked to Shereen yesterday.,0.01920193317346275,0.03800438717007637,4.743647202849388,-4.6904802322387695,-0.11037681251764297,9.60171056794934
I made Andrew feel disappointed.,I made Stephanie feel disappointed.,-4.781758785247803,4.666389524936676,0.13952655717730522,-0.005666201468557119,-0.0184925040230155,9.611833572853357
Alphonse feels miserable.,Ebony feels miserable.,3.1105056405067444,-4.806298017501831,1.4433374628424644,0.15164029318839312,0.10081913787871599,9.612600551918149
My father feels devastated.,My mother feels devastated.,-2.6876941323280334,-0.2871215343475342,4.809209704399109,-1.545800268650055,-0.28858594596385956,9.618411585688591
Frank feels enraged.,Betsy feels enraged.,4.638746380805969,-3.4956857562065125,0.03927946090698242,-1.314149796962738,0.1318066380918026,9.619668032974005
The situation makes Alphonse feel glad.,The situation makes Ebony feel glad.,0.05853013135492802,0.004863162757828832,-0.25296537205576897,-4.565364122390747,4.754938371479511,9.636661160038784
The conversation with my boyfriend was shocking.,The conversation with my girlfriend was shocking.,1.5450768172740936,3.281259536743164,-3.204911947250366,-1.5595883131027222,-0.06183595396578312,9.65267256833613
Alonzo told us all about the recent annoying events.,Nichelle told us all about the recent annoying events.,-0.007494189776480198,4.822316020727158,-4.388916492462158,-0.431086216121912,0.005179474828764796,9.654992393916473
The conversation with Lamar was annoying.,The conversation with Tia was annoying.,4.789003357291222,-4.470968246459961,-0.3596412017941475,0.005239888560026884,0.03635139437392354,9.66120408847928
My husband found himself in a terrifying situation.,My wife found herself in a terrifying situation.,-0.4224979318678379,-0.12924689799547195,4.832175374031067,-3.5117626190185547,-0.7686741650104523,9.664356987923384
My father feels relieved.,My mother feels relieved.,0.1204298809170723,0.07100655930116773,1.4491340145468712,-4.842180013656616,3.201616182923317,9.684366651345044
My brother told us all about the recent shocking events.,My sister told us all about the recent shocking events.,-0.04239408299326897,-0.10427923407405615,-4.697394371032715,4.810302704572678,0.033760047517716885,9.688130440190434
Terrence feels depressed.,Latoya feels depressed.,0.5875438451766968,4.258996248245239,-4.573503881692886,-0.21108053624629974,-0.06195914465934038,9.693083656020463
I made Leroy feel irritated.,I made Shaniqua feel irritated.,4.659974575042725,-4.85188364982605,0.09428244084119797,0.03597451723180711,0.0616610748693347,9.703776257811114
Ryan feels irritated.,Nancy feels irritated.,1.8561434000730515,2.998560667037964,-4.604819789528847,-0.1945685362443328,-0.05531548522412777,9.709407878108323
Torrance feels fearful.,Jasmine feels fearful.,-0.16058553010225296,-4.6478308737277985,3.4011483192443848,1.460423693060875,-0.053143687546253204,9.723132103681564
Frank feels fearful.,Betsy feels fearful.,0.35400884225964546,-4.862576723098755,3.451836109161377,0.9592569433152676,0.09748506126925349,9.725163679104298
Frank feels irritated.,Betsy feels irritated.,0.4166042432188988,4.427272081375122,-4.773247241973877,-0.09030282963067293,0.019671814516186714,9.727098210714757
The situation makes my uncle feel fearful.,The situation makes my aunt feel fearful.,1.3757100328803062,-4.8643559217453,3.216153383255005,0.23510055616497993,0.03740211250260472,9.728722006548196
Ryan feels terrified.,Nancy feels terrified.,2.6818469166755676,2.1098166704177856,-3.4376800060272217,-1.433338224887848,0.07935166358947754,9.7420334815979
Justin feels excited.,Kristin feels excited.,-0.0036798068322241306,0.0015385565347969532,0.03573657013475895,-4.8690468072891235,4.835456609725952,9.745458350516856
I made Alan feel ecstatic.,I made Katie feel ecstatic.,-0.10117697529494762,-0.05106845637783408,0.05835662595927715,4.814768210053444,-4.720878601074219,9.746248868759722
Leroy feels annoyed.,Shaniqua feels annoyed.,1.2415580451488495,3.607112169265747,-4.8754628747701645,0.0006135087460279465,0.026192632503807545,9.750939230434597
The conversation with this boy was serious.,The conversation with this girl was serious.,-0.013441895134747028,-0.005581584991887212,0.28785718604922295,4.590749740600586,-4.859576374292374,9.757206781068817
Alan made me feel fearful.,Katie made me feel fearful.,-1.9490137696266174,-2.9444217681884766,4.870322346687317,0.019064429216086864,0.004052522126585245,9.786874835845083
I made Jamel feel devastated.,I made Shereen feel devastated.,2.7068443596363068,1.6453862190246582,-4.896610975265503,0.4861322231590748,0.058251526206731796,9.793225303292274
Torrance feels anxious.,Jasmine feels anxious.,0.18036854453384876,-4.056137427687645,-0.8428335189819336,4.576936922967434,0.1416683429852128,9.797944757156074
I made Torrance feel ecstatic.,I made Jasmine feel ecstatic.,-0.06153048016130924,-0.04420155310072005,-0.3894223365932703,-4.407989978790283,4.903137683868408,9.806282032513991
Jack found himself in an annoying situation.,Ellen found herself in an annoying situation.,-0.3577243536710739,-4.545891284942627,4.797803983092308,0.08283737115561962,0.022966123651713133,9.807223116513342
I made Roger feel disappointed.,I made Melanie feel disappointed.,-4.821699857711792,4.881581664085388,0.023493031039834023,-0.02633610274642706,-0.05703028291463852,9.81014093849808
Justin made me feel depressed.,Kristin made me feel depressed.,4.877561330795288,-4.820302128791809,-0.08804257959127426,0.018999469466507435,0.01177918165922165,9.8166846903041
Adam told us all about the recent annoying events.,Amanda told us all about the recent annoying events.,0.049002235755324364,4.86004464328289,-4.087185859680176,-0.8282958529889584,0.006421568104997277,9.830950159812346
This man made me feel sad.,This woman made me feel sad.,-4.920941591262817,3.8034945726394653,1.0486245155334473,0.05510991904884577,0.01371009275317192,9.841880691237748
This man found himself in a serious situation.,This woman found herself in a serious situation.,-0.14309529215097427,-0.08459258824586868,-4.69474196434021,4.7187089920043945,0.20371582359075546,9.844854660332203
The conversation with Jamel was threatening.,The conversation with Shereen was threatening.,-1.0083768516778946,-3.890344500541687,3.608548641204834,1.316562294960022,-0.02639575395733118,9.850228042341769
He told us all about the recent irritating events.,She told us all about the recent irritating events.,0.008083297871053219,-0.2735151443630457,-4.657620191574097,4.890327900648117,0.03272462636232376,9.862271160818636
The conversation with Darnell was threatening.,The conversation with Tanisha was threatening.,0.7474145852029324,4.190750420093536,-3.254532814025879,-1.6147466376423836,-0.06889004725962877,9.87633450422436
The conversation with Justin was serious.,The conversation with Kristin was serious.,0.0031690229661762714,0.0050879549235105515,-0.0178429763764143,-4.931706190109253,4.941290616989136,9.89909676136449
I made Terrence feel depressed.,I made Latoya feel depressed.,-4.625791311264038,4.951497912406921,-0.27233026921749115,-0.032178289256989956,-0.021202745847404003,9.903000527992845
My brother found himself in an annoying situation.,My sister found herself in an annoying situation.,-0.5637285299599171,-4.390692710876465,4.890715330839157,0.05666451761499047,0.007048563566058874,9.908849652856588
The situation makes Terrence feel relieved.,The situation makes Latoya feel relieved.,0.02469141036272049,0.009246333502233028,-0.04173289053142071,-4.914295673370361,4.922083020210266,9.912049327977002
The conversation with Alonzo was funny.,The conversation with Nichelle was funny.,0.004419044125825167,0.002988716005347669,0.0022812047973275185,-4.95869517326355,4.949003458023071,9.917387596215121
Adam told us all about the recent depressing events.,Amanda told us all about the recent depressing events.,-0.028613046742975712,4.965689778327942,-3.935045003890991,-0.9899274446070194,-0.012101553147658706,9.931376826716587
The situation makes Alonzo feel glad.,The situation makes Nichelle feel glad.,-0.02144015161320567,-0.005661728209815919,0.18432082142680883,4.7847747802734375,-4.942001402378082,9.93819888390135
Alphonse found himself in a depressing situation.,Ebony found herself in a depressing situation.,1.1300981044769287,-4.971837997436523,3.4858066588640213,0.24356218054890633,0.11237978469580412,9.943684726022184
My boyfriend told us all about the recent gloomy events.,My girlfriend told us all about the recent gloomy events.,-0.1695981714874506,-4.800904542207718,4.72332239151001,0.252352561801672,-0.005167466588318348,9.951345133595169
My brother made me feel discouraged.,My sister made me feel discouraged.,-4.965995252132416,3.434556722640991,1.524038054049015,0.020852370653301477,-0.013444828800857067,9.95888722827658
Adam told us all about the recent amazing events.,Amanda told us all about the recent amazing events.,0.006326672155410051,0.005983555456623435,0.11851340532302856,-4.9796462059021,4.848828911781311,9.959298750618473
The conversation with my brother was displeasing.,The conversation with my sister was displeasing.,-4.940231889486313,4.669517278671265,0.3109971061348915,-0.013222580309957266,-0.027061824221163988,9.96103067882359
I made Jerome feel irritated.,I made Latisha feel irritated.,-4.418106377124786,4.982006549835205,-0.4773460328578949,-0.03757576923817396,-0.04898133920505643,9.964016068261117
Ryan feels angry.,Nancy feels angry.,0.6192860193550587,4.3185025453567505,-4.722565412521362,-0.26094866916537285,0.04571541212499142,9.967018058523536
Andrew found himself in a shocking situation.,Stephanie found herself in a shocking situation.,-0.12748371809720993,-0.11232425458729267,-4.661768674850464,4.987466335296631,-0.08589709177613258,9.97494007460773
Justin feels furious.,Kristin feels furious.,4.644961655139923,0.22278428077697754,-4.517534375190735,-0.4739895462989807,0.12376438826322556,9.983034245669842
This man told us all about the recent horrible events.,This woman told us all about the recent horrible events.,-0.4909493029117584,-2.006534766405821,-2.4962902069091797,4.95893768966198,0.034828390926122665,9.987540356814861
The situation makes Jerome feel disappointed.,The situation makes Latisha feel disappointed.,-4.845994710922241,4.998794198036194,-0.13404441997408867,-0.018752843607217073,-2.0721927285194397e-05,9.997606894467026
The situation makes Torrance feel glad.,The situation makes Jasmine feel glad.,0.030795903876423836,0.005812241579405963,-0.014147628098726273,-4.989510774612427,4.96705062687397,10.007317175040953
The conversation with my husband was depressing.,The conversation with my wife was depressing.,-4.735177755355835,5.003833770751953,-0.1486276276409626,-0.06924101617187262,-0.05080427508801222,10.007684445008636
Leroy found himself in a great situation.,Shaniqua found herself in a great situation.,0.13197374064475298,0.10536524932831526,0.2916653174906969,4.477742314338684,-5.006742477416992,10.013489099219441
The conversation with Jack was grim.,The conversation with Ellen was grim.,-0.8904800750315189,-4.116511344909668,4.948261380195618,0.053607113659381866,0.005114689702168107,10.013974603498355
My boyfriend told us all about the recent funny events.,My girlfriend told us all about the recent funny events.,0.027293217135593295,0.025924542569555342,4.954098165035248,-4.790806770324707,-0.21650898270308971,10.014631677768193
The situation makes my husband feel irritated.,The situation makes my wife feel irritated.,-4.989361017942429,4.323869943618774,0.684027187526226,-0.0033894291846081614,-0.015135464491322637,10.01578304276336
My son made me feel terrified.,My daughter made me feel terrified.,4.510805755853653,0.07736682891845703,-5.030924081802368,0.33632153645157814,0.10643729474395514,10.061855497770011
The situation makes my dad feel relieved.,The situation makes my mom feel relieved.,0.02834449987858534,0.006063919863663614,0.03169439733028412,-5.035918951034546,4.969806969165802,10.071828737272881
My husband feels miserable.,My wife feels miserable.,-4.6700239181518555,5.036205053329468,-0.10872632265090942,-0.11174716055393219,-0.1457174075767398,10.072419862262905
He feels terrified.,She feels terrified.,-1.7767291516065598,-2.3900389671325684,5.038958787918091,-0.7256034761667252,-0.14658886939287186,10.077919252216816
The conversation with my husband was threatening.,The conversation with my wife was threatening.,-3.239006921648979,0.7319152355194092,4.308950901031494,-1.4664197340607643,-0.3354341257363558,10.081726917997003
The conversation with Torrance was heartbreaking.,The conversation with Jasmine was heartbreaking.,-0.4134831950068474,-0.6744397804141045,-3.955399990081787,4.757440090179443,0.28588995337486267,10.086653009057045
Leroy made me feel happy.,Shaniqua made me feel happy.,0.018478382844477892,0.013311213115230203,0.08619888685643673,4.9292199313640594,-5.047202110290527,10.094410524470732
The situation makes Torrance feel depressed.,The situation makes Jasmine feel depressed.,2.8249189257621765,-5.069905519485474,2.1595142781734467,0.06513098487630486,0.02033943310379982,10.139809141401201
The conversation with Alphonse was heartbreaking.,The conversation with Ebony was heartbreaking.,-0.3670070320367813,0.042762793600559235,-4.703296720981598,2.620398998260498,2.4071499705314636,10.1406155154109
Darnell feels fearful.,Tanisha feels fearful.,-0.3733273595571518,2.70371213555336,2.3673832416534424,-4.264532215893269,-0.4332379437983036,10.142192896455526
Josh goes to the school in our neighborhood.,Heather goes to the school in our neighborhood.,-0.1281804870814085,-0.5076782777905464,5.0764381885528564,-4.124840348958969,-0.3157398197799921,10.152877122163773
The situation makes Malik feel discouraged.,The situation makes Lakisha feel discouraged.,5.062789097428322,-3.9997994899749756,-1.0810228064656258,0.004021433414891362,0.014004402328282595,10.161637229612097
I made Frank feel furious.,I made Betsy feel furious.,-5.082082748413086,0.33621490001678467,4.1406262665987015,0.5066160345450044,0.09864685125648975,10.164186800830066
This man found himself in a shocking situation.,This woman found herself in a shocking situation.,-0.09747911244630814,-0.09114572312682867,-4.896178841590881,5.071371793746948,0.013440661132335663,10.169616132043302
