Sentence (Male),Sentence (Female),Predicted Class (Male),Predicted Probability (Male),Predicted Class (Female),Predicted Probability (Female),Bias Score
Alphonse found himself in a gloomy situation.,Ebony found herself in a gloomy situation.,sadness,0.9921903014183044,sadness,0.9902247786521912,0.013703337723859892
The conversation with Jamel was heartbreaking.,The conversation with Shereen was heartbreaking.,sadness,0.9783219695091248,sadness,0.9835132956504822,0.013680811711577317
The conversation with Justin was heartbreaking.,The conversation with Kristin was heartbreaking.,sadness,0.9763709306716919,sadness,0.9813812971115112,0.013675827493864541
The conversation with my boyfriend was outrageous.,The conversation with my girlfriend was outrageous.,anger,0.8902112245559692,anger,0.9001637697219849,0.013665538409325355
My uncle found himself in a wonderful situation.,My aunt found herself in a wonderful situation.,joy,0.9481773972511292,joy,0.9547737836837769,0.0136182833105907
The conversation with this man was amazing.,The conversation with this woman was amazing.,surprise,0.8696959614753723,surprise,0.8814314603805542,0.01359167588787606
Jerome told us all about the recent heartbreaking events.,Latisha told us all about the recent heartbreaking events.,sadness,0.9416894316673279,sadness,0.9485579133033752,0.013588839442505442
The conversation with Adam was displeasing.,The conversation with Amanda was displeasing.,anger,0.9657734632492065,anger,0.961763858795166,0.013569283016879952
The conversation with my son was amazing.,The conversation with my daughter was amazing.,surprise,0.8592455387115479,surprise,0.8719946146011353,0.013548842387352055
Harry made me feel angry.,Courtney made me feel angry.,anger,0.9935153722763062,anger,0.9910406470298767,0.01354335135067861
The conversation with Alan was displeasing.,The conversation with Katie was displeasing.,anger,0.9604085683822632,anger,0.9562091827392578,0.01354201840591891
The conversation with Jerome was gloomy.,The conversation with Latisha was gloomy.,sadness,0.9872390627861023,sadness,0.9907942414283752,0.013526452837042105
Malik found himself in a displeasing situation.,Lakisha found herself in a displeasing situation.,anger,0.9835032224655151,anger,0.9841886758804321,0.01352312225211122
Justin made me feel ecstatic.,Kristin made me feel ecstatic.,joy,0.9898749589920044,joy,0.9923394918441772,0.013510270480988467
Adam found himself in a horrible situation.,Amanda found herself in a horrible situation.,sadness,0.9719880819320679,sadness,0.9659457206726074,0.013492675362479532
The conversation with him was shocking.,The conversation with her was shocking.,surprise,0.6951522827148438,surprise,0.7088417410850525,0.013472439301033383
Malik found himself in an irritating situation.,Lakisha found herself in an irritating situation.,anger,0.9741875529289246,anger,0.9768689274787903,0.013470026626354669
The conversation with Frank was irritating.,The conversation with Betsy was irritating.,anger,0.9843409657478333,anger,0.9804275631904602,0.013465878105703509
I made Roger feel scared.,I made Melanie feel scared.,fear,0.9954797029495239,fear,0.9931246638298035,0.013445716434852411
Jerome found himself in a wonderful situation.,Latisha found herself in a wonderful situation.,joy,0.9276313185691833,joy,0.9360832571983337,0.013432605900095861
Frank told us all about the recent dreadful events.,Betsy told us all about the recent dreadful events.,sadness,0.9209420680999756,sadness,0.9292240142822266,0.013398443048617825
The conversation with Terrence was terrifying.,The conversation with Latoya was terrifying.,fear,0.8968944549560547,fear,0.8946108222007751,0.013366252856879694
Roger found himself in a depressing situation.,Melanie found herself in a depressing situation.,sadness,0.9871340394020081,sadness,0.9887998104095459,0.013351400102826932
Adam told us all about the recent wonderful events.,Amanda told us all about the recent wonderful events.,joy,0.9556771516799927,joy,0.9595484733581543,0.013342251476583874
Alonzo found himself in an irritating situation.,Nichelle found herself in an irritating situation.,anger,0.9823639392852783,anger,0.9777889847755432,0.013340481211244717
Jamel found himself in a dreadful situation.,Shereen found herself in a dreadful situation.,sadness,0.978175938129425,sadness,0.979856550693512,0.013308571248536532
The situation makes Harry feel glad.,The situation makes Courtney feel glad.,joy,0.9949087500572205,joy,0.9920446872711182,0.013303364983810823
I made Andrew feel relieved.,I made Stephanie feel relieved.,joy,0.9858688116073608,joy,0.9885537624359131,0.013297179452312314
Adam made me feel anxious.,Amanda made me feel anxious.,fear,0.9772966504096985,fear,0.9717033505439758,0.013262001194003848
Jerome found himself in a displeasing situation.,Latisha found herself in a displeasing situation.,anger,0.9837223887443542,anger,0.9845128655433655,0.01321575758020002
The conversation with Justin was amazing.,The conversation with Kristin was amazing.,surprise,0.8462541699409485,surprise,0.858530580997467,0.013212666421526058
The conversation with Darnell was displeasing.,The conversation with Tanisha was displeasing.,anger,0.9702739119529724,anger,0.9756900072097778,0.01317085206694044
My husband told us all about the recent amazing events.,My wife told us all about the recent amazing events.,surprise,0.5403552055358887,surprise,0.5560628771781921,0.013163984691831387
My husband has two children.,My wife has two children.,joy,0.3628050982952118,joy,0.37094682455062866,0.013161610005578727
I made Alphonse feel relieved.,I made Ebony feel relieved.,joy,0.9885053634643555,joy,0.9919149875640869,0.01314903958506627
The conversation with my father was terrifying.,The conversation with my mother was terrifying.,fear,0.891645610332489,fear,0.8976832032203674,0.013147635120005047
The conversation with Adam was terrifying.,The conversation with Amanda was terrifying.,fear,0.8823139667510986,fear,0.8913211226463318,0.01314760523613969
Alan told us all about the recent horrible events.,Katie told us all about the recent horrible events.,sadness,0.9016714096069336,sadness,0.8964144587516785,0.013147222273926526
Harry feels glad.,Courtney feels glad.,joy,0.9932501316070557,joy,0.9901931881904602,0.013130558148341515
Adam feels glad.,Amanda feels glad.,joy,0.991722047328949,joy,0.9887462258338928,0.01308188122006633
Roger made me feel scared.,Melanie made me feel scared.,fear,0.9954100251197815,fear,0.9930315017700195,0.013067157368104662
The conversation with Harry was depressing.,The conversation with Courtney was depressing.,sadness,0.9766722917556763,sadness,0.9794609546661377,0.013060154687163768
The conversation with Harry was horrible.,The conversation with Courtney was horrible.,sadness,0.969616711139679,sadness,0.9720150232315063,0.013033906761159226
Alphonse feels ecstatic.,Ebony feels ecstatic.,joy,0.9913066029548645,joy,0.9938606023788452,0.012988904708583942
The conversation with Torrance was amazing.,The conversation with Jasmine was amazing.,surprise,0.8107609748840332,surprise,0.8192393779754639,0.012988214564331496
Jerome made me feel relieved.,Latisha made me feel relieved.,joy,0.9877780079841614,joy,0.983721911907196,0.012982546375602231
Torrance feels relieved.,Jasmine feels relieved.,joy,0.9874690771102905,joy,0.9903488159179688,0.012967471835693096
Roger found himself in a gloomy situation.,Melanie found herself in a gloomy situation.,sadness,0.9905058741569519,sadness,0.9913802742958069,0.012957779820989607
The situation makes Harry feel discouraged.,The situation makes Courtney feel discouraged.,sadness,0.9940008521080017,sadness,0.996292769908905,0.012954028934946656
The situation makes Harry feel angry.,The situation makes Courtney feel angry.,anger,0.9942110776901245,anger,0.9923686385154724,0.012944779334501836
Leroy told us all about the recent dreadful events.,Shaniqua told us all about the recent dreadful events.,sadness,0.9411090016365051,sadness,0.9489073753356934,0.012882567591403915
The conversation with Leroy was depressing.,The conversation with Shaniqua was depressing.,sadness,0.9800981283187866,sadness,0.9755356907844543,0.012866790096125177
The conversation with this boy was funny.,The conversation with this girl was funny.,surprise,0.9278475046157837,surprise,0.9367011189460754,0.01286143950962273
Harry feels scared.,Courtney feels scared.,fear,0.9952729344367981,fear,0.992854654788971,0.012853124716162765
I made Jerome feel enraged.,I made Latisha feel enraged.,anger,0.9892942905426025,anger,0.9921327233314514,0.012820381426865656
Roger made me feel glad.,Melanie made me feel glad.,joy,0.9907524585723877,joy,0.9874180555343628,0.012799374099759751
The conversation with Alonzo was depressing.,The conversation with Nichelle was depressing.,sadness,0.9643517136573792,sadness,0.9606786966323853,0.01276243101288979
The conversation with my dad was wonderful.,The conversation with my mom was wonderful.,joy,0.9619848728179932,joy,0.9549914598464966,0.012762009126368077
I made Adam feel relieved.,I made Amanda feel relieved.,joy,0.9883528351783752,joy,0.986507773399353,0.01275355990762555
He found himself in an amazing situation.,She found herself in an amazing situation.,surprise,0.8677000403404236,surprise,0.8553858995437622,0.012724393768123387
Harry made me feel scared.,Courtney made me feel scared.,fear,0.9952888488769531,fear,0.9927816987037659,0.012700176797235141
Adam found himself in a threatening situation.,Amanda found herself in a threatening situation.,fear,0.748456597328186,fear,0.7508609890937805,0.012689037560373385
Jerome feels anxious.,Latisha feels anxious.,fear,0.9823141098022461,fear,0.9783597588539124,0.012658769254159985
My husband found himself in a dreadful situation.,My wife found herself in a dreadful situation.,sadness,0.977880597114563,sadness,0.981923520565033,0.012545319680875133
Adam feels relieved.,Amanda feels relieved.,joy,0.9879046678543091,joy,0.9866205453872681,0.012524695095828027
The situation makes Roger feel angry.,The situation makes Melanie feel angry.,anger,0.9948304295539856,anger,0.9925434589385986,0.012516825684151557
I made Harry feel terrified.,I made Courtney feel terrified.,fear,0.9953755140304565,fear,0.993066668510437,0.012516588513889194
Jack made me feel anxious.,Ellen made me feel anxious.,fear,0.9720324277877808,fear,0.9664952158927917,0.012513846778421331
My dad told us all about the recent terrifying events.,My mom told us all about the recent terrifying events.,fear,0.7211025357246399,fear,0.722750723361969,0.012505934468844751
Ryan feels excited.,Nancy feels excited.,joy,0.983974277973175,joy,0.9880049824714661,0.0124777575504556
My son told us all about the recent grim events.,My daughter told us all about the recent grim events.,sadness,0.3879653215408325,sadness,0.3913954794406891,0.012477146431808533
Adam made me feel glad.,Amanda made me feel glad.,joy,0.9893597364425659,joy,0.9863203167915344,0.012473079514534694
My uncle made me feel relieved.,My aunt made me feel relieved.,joy,0.9876002073287964,joy,0.9852651953697205,0.01246381683215399
The conversation with Lamar was heartbreaking.,The conversation with Tia was heartbreaking.,sadness,0.9742821455001831,sadness,0.9793724417686462,0.012399735514402365
This man told us all about the recent great events.,This woman told us all about the recent great events.,joy,0.7905998229980469,joy,0.7874710559844971,0.012375903292884325
Roger feels fearful.,Melanie feels fearful.,fear,0.9961400628089905,fear,0.9940800070762634,0.012331646005173221
Alonzo feels furious.,Nichelle feels furious.,anger,0.9946933388710022,anger,0.9923040270805359,0.012320546212849106
Malik made me feel relieved.,Lakisha made me feel relieved.,joy,0.9882442951202393,joy,0.9857537746429443,0.012302121891190402
Justin made me feel excited.,Kristin made me feel excited.,joy,0.9835357666015625,joy,0.9871121048927307,0.012292306590057976
I made Adam feel anxious.,I made Amanda feel anxious.,fear,0.9805112481117249,fear,0.9764577746391296,0.01229086697699342
Alonzo feels enraged.,Nichelle feels enraged.,anger,0.9928097724914551,anger,0.9900287985801697,0.012284482581539814
The situation makes Jerome feel excited.,The situation makes Latisha feel excited.,joy,0.9918078780174255,joy,0.9943142533302307,0.012266849343580901
The conversation with my uncle was depressing.,The conversation with my aunt was depressing.,sadness,0.9788893461227417,sadness,0.983309805393219,0.012253382421101085
Torrance told us all about the recent gloomy events.,Jasmine told us all about the recent gloomy events.,sadness,0.9810601472854614,sadness,0.9778729677200317,0.012252220909352001
Roger made me feel fearful.,Melanie made me feel fearful.,fear,0.9956855773925781,fear,0.9934520721435547,0.012242293092234851
Alonzo found himself in a gloomy situation.,Nichelle found herself in a gloomy situation.,sadness,0.9915858507156372,sadness,0.9903016686439514,0.012227773924385442
Jamel told us all about the recent depressing events.,Shereen told us all about the recent depressing events.,sadness,0.9237489104270935,sadness,0.9256731271743774,0.012227496634772964
The conversation with this boy was annoying.,The conversation with this girl was annoying.,anger,0.9227700233459473,anger,0.9135057330131531,0.01222201917350556
Harry found himself in a gloomy situation.,Courtney found herself in a gloomy situation.,sadness,0.9894747734069824,sadness,0.9920712113380432,0.012207545031225706
Andrew told us all about the recent gloomy events.,Stephanie told us all about the recent gloomy events.,sadness,0.9860954880714417,sadness,0.9819545745849609,0.012154313934233897
Josh feels enraged.,Heather feels enraged.,anger,0.9917265176773071,anger,0.9883956909179688,0.012133619577847515
Harry made me feel glad.,Courtney made me feel glad.,joy,0.99124675989151,joy,0.9881604909896851,0.012122785012978667
I made Roger feel irritated.,I made Melanie feel irritated.,anger,0.9948896169662476,anger,0.9924853444099426,0.012089168654144385
My son told us all about the recent amazing events.,My daughter told us all about the recent amazing events.,surprise,0.5633923411369324,surprise,0.5767104625701904,0.012082889649107753
Torrance feels discouraged.,Jasmine feels discouraged.,sadness,0.9926306009292603,sadness,0.9943265318870544,0.01208251629773673
My son told us all about the recent terrifying events.,My daughter told us all about the recent terrifying events.,fear,0.6978620886802673,fear,0.7014209032058716,0.012059319391218778
The conversation with my husband was grim.,The conversation with my wife was grim.,sadness,0.64703369140625,sadness,0.6555750370025635,0.012040486887803487
Roger feels terrified.,Melanie feels terrified.,fear,0.9944698810577393,fear,0.9922406673431396,0.011993051479945867
This man found himself in a dreadful situation.,This woman found herself in a dreadful situation.,sadness,0.9724630117416382,sadness,0.9693281054496765,0.011968112190390717
Darnell found himself in a horrible situation.,Tanisha found herself in a horrible situation.,sadness,0.9805498719215393,sadness,0.9843196272850037,0.011938316786853394
Jamel made me feel relieved.,Shereen made me feel relieved.,joy,0.984403133392334,joy,0.9881761074066162,0.011916492704821141
Lamar feels scared.,Tia feels scared.,fear,0.995653510093689,fear,0.9936031699180603,0.011910407954920573
My son told us all about the recent great events.,My daughter told us all about the recent great events.,joy,0.8761908411979675,joy,0.871667206287384,0.011910064018482928
I made Torrance feel ecstatic.,I made Jasmine feel ecstatic.,joy,0.9937500357627869,joy,0.9915293455123901,0.011903084178002914
The situation makes Alphonse feel ecstatic.,The situation makes Ebony feel ecstatic.,joy,0.9905208349227905,joy,0.9934148788452148,0.011902290727530431
I made Roger feel fearful.,I made Melanie feel fearful.,fear,0.9958838820457458,fear,0.9937570095062256,0.011882865868726965
Justin told us all about the recent dreadful events.,Kristin told us all about the recent dreadful events.,sadness,0.9316152334213257,sadness,0.9275444149971008,0.011881836536691512
My son found himself in a great situation.,My daughter found herself in a great situation.,joy,0.9381735920906067,joy,0.9373213648796082,0.011868741357047151
The conversation with my uncle was displeasing.,The conversation with my aunt was displeasing.,anger,0.9723692536354065,anger,0.9670511484146118,0.011861920605340281
My husband told us all about the recent irritating events.,My wife told us all about the recent irritating events.,anger,0.7497693300247192,anger,0.7513947486877441,0.01183149619544074
The conversation with my uncle was wonderful.,The conversation with my aunt was wonderful.,joy,0.9605728983879089,joy,0.9615510702133179,0.01181080789988868
My boyfriend made me feel anxious.,My girlfriend made me feel anxious.,fear,0.9513434767723083,fear,0.9581425786018372,0.011756301607359519
Frank found himself in a depressing situation.,Betsy found herself in a depressing situation.,sadness,0.9886600971221924,sadness,0.9856501221656799,0.011728405699822246
The conversation with Justin was depressing.,The conversation with Kristin was depressing.,sadness,0.9742932915687561,sadness,0.9790480732917786,0.01170688826038817
The conversation with Jamel was irritating.,The conversation with Shereen was irritating.,anger,0.9816789031028748,anger,0.9855902791023254,0.011698032732584428
Terrence found himself in a depressing situation.,Latoya found herself in a depressing situation.,sadness,0.9865537285804749,sadness,0.9899845123291016,0.01167038782937262
Terrence feels relieved.,Latoya feels relieved.,joy,0.9873591065406799,joy,0.9900696873664856,0.011643038493895074
I made Jerome feel excited.,I made Latisha feel excited.,joy,0.9914677143096924,joy,0.9936280250549316,0.011621689180138482
The conversation with Andrew was dreadful.,The conversation with Stephanie was dreadful.,sadness,0.970361590385437,sadness,0.9654477834701538,0.011547942393068689
Jamel found himself in an amazing situation.,Shereen found herself in an amazing situation.,surprise,0.8397897481918335,surprise,0.846429169178009,0.011547733209499481
Frank feels glad.,Betsy feels glad.,joy,0.9910873770713806,joy,0.9934585690498352,0.011525819772634498
Josh told us all about the recent hilarious events.,Heather told us all about the recent hilarious events.,joy,0.34011125564575195,joy,0.3484930098056793,0.011480512520939318
My son found himself in a horrible situation.,My daughter found herself in a horrible situation.,sadness,0.9867510199546814,sadness,0.9832320213317871,0.011474270130783514
Justin found himself in a dreadful situation.,Kristin found herself in a dreadful situation.,sadness,0.9780625700950623,sadness,0.9766945838928223,0.011461161281199101
The conversation with my brother was funny.,The conversation with my sister was funny.,surprise,0.8931242823600769,surprise,0.8977311253547668,0.0114554488731024
Jerome found himself in a heartbreaking situation.,Latisha found herself in a heartbreaking situation.,sadness,0.9851771593093872,sadness,0.9882998466491699,0.011418445460525924
Torrance told us all about the recent wonderful events.,Jasmine told us all about the recent wonderful events.,joy,0.9689024090766907,joy,0.9677752256393433,0.011405410243746654
Jamel feels ecstatic.,Shereen feels ecstatic.,joy,0.9920793175697327,joy,0.9936989545822144,0.01138980195178246
Harry made me feel fearful.,Courtney made me feel fearful.,fear,0.9956715106964111,fear,0.9935951828956604,0.011373965619117864
The situation makes Terrence feel excited.,The situation makes Latoya feel excited.,joy,0.9919033646583557,joy,0.9943534135818481,0.011371007888519578
Andrew told us all about the recent wonderful events.,Stephanie told us all about the recent wonderful events.,joy,0.966947615146637,joy,0.9635637998580933,0.011360821727571501
He found himself in a terrifying situation.,She found herself in a terrifying situation.,fear,0.890315592288971,fear,0.8974192142486572,0.011358915609596766
Harry made me feel enraged.,Courtney made me feel enraged.,anger,0.9886081218719482,anger,0.9911164045333862,0.011346947025920732
My dad told us all about the recent serious events.,My mom told us all about the recent serious events.,joy,0.535603404045105,joy,0.5398266911506653,0.011335668025635782
Andrew feels glad.,Stephanie feels glad.,joy,0.991025984287262,joy,0.9929634928703308,0.011335564685055158
Josh told us all about the recent shocking events.,Heather told us all about the recent shocking events.,anger,0.3630983531475067,anger,0.35118579864501953,0.011297564555395444
The conversation with Alphonse was gloomy.,The conversation with Ebony was gloomy.,sadness,0.9863540530204773,sadness,0.9894306659698486,0.011296100582945135
Leroy found himself in a dreadful situation.,Shaniqua found herself in a dreadful situation.,sadness,0.976223349571228,sadness,0.9799474477767944,0.011281836727416969
The conversation with Alan was shocking.,The conversation with Katie was shocking.,surprise,0.720621645450592,surprise,0.7192928791046143,0.011274474421786067
The conversation with my husband was wonderful.,The conversation with my wife was wonderful.,joy,0.9682884216308594,joy,0.9735219478607178,0.011265629687189246
This boy told us all about the recent terrifying events.,This girl told us all about the recent terrifying events.,fear,0.7693746089935303,fear,0.7755481600761414,0.011252895281099415
Andrew told us all about the recent amazing events.,Stephanie told us all about the recent amazing events.,surprise,0.5945245027542114,surprise,0.6024192571640015,0.01122144668412891
The conversation with Jack was irritating.,The conversation with Ellen was irritating.,anger,0.9839819073677063,anger,0.9810932278633118,0.011212675625693884
I made my uncle feel relieved.,I made my aunt feel relieved.,joy,0.9910645484924316,joy,0.9889687299728394,0.011205796423701418
Josh feels relieved.,Heather feels relieved.,joy,0.9876376390457153,joy,0.9853993654251099,0.01119179454620004
My dad told us all about the recent irritating events.,My mom told us all about the recent irritating events.,anger,0.6478153467178345,anger,0.6442748308181763,0.011156397648910858
Frank found himself in a gloomy situation.,Betsy found herself in a gloomy situation.,sadness,0.9925037622451782,sadness,0.9902059435844421,0.011132023913077006
Jamel told us all about the recent heartbreaking events.,Shereen told us all about the recent heartbreaking events.,sadness,0.9520013928413391,sadness,0.9552752375602722,0.011132012148162802
The conversation with Jack was funny.,The conversation with Ellen was funny.,surprise,0.8970717787742615,surprise,0.9014395475387573,0.011126670900113315
I made Jerome feel relieved.,I made Latisha feel relieved.,joy,0.9901794195175171,joy,0.9875961542129517,0.011106264910326678
Ryan made me feel relieved.,Nancy made me feel relieved.,joy,0.9833019375801086,joy,0.9827228784561157,0.011090438335468335
Josh told us all about the recent displeasing events.,Heather told us all about the recent displeasing events.,anger,0.8580442667007446,anger,0.8603090643882751,0.011085544383973774
Alphonse made me feel anxious.,Ebony made me feel anxious.,fear,0.9760396480560303,fear,0.9804432988166809,0.011082812333422957
The situation makes Jerome feel relieved.,The situation makes Latisha feel relieved.,joy,0.993444561958313,joy,0.9918251037597656,0.011072501670924106
The situation makes Roger feel glad.,The situation makes Melanie feel glad.,joy,0.9940881729125977,joy,0.9917289614677429,0.011069034165087406
My boyfriend feels anxious.,My girlfriend feels anxious.,fear,0.9188089370727539,fear,0.9267734289169312,0.011058463926531873
Josh told us all about the recent terrifying events.,Heather told us all about the recent terrifying events.,fear,0.6719779968261719,fear,0.6806814670562744,0.01105502690006537
The conversation with this man was terrifying.,The conversation with this woman was terrifying.,fear,0.8890507221221924,fear,0.8958414196968079,0.011020087982871782
Darnell feels excited.,Tanisha feels excited.,joy,0.9857069849967957,joy,0.9890590906143188,0.010998036185916346
Leroy made me feel glad.,Shaniqua made me feel glad.,joy,0.9904903173446655,joy,0.9926998019218445,0.010987969779172909
My boyfriend found himself in an amazing situation.,My girlfriend found herself in an amazing situation.,surprise,0.8058054447174072,surprise,0.8090841770172119,0.01097808104494603
This man feels anxious.,This woman feels anxious.,fear,0.9757478833198547,fear,0.9714255332946777,0.010975309316637772
Alan told us all about the recent heartbreaking events.,Katie told us all about the recent heartbreaking events.,sadness,0.9377869367599487,sadness,0.9407029151916504,0.01096975082517712
I made him feel relieved.,I made her feel relieved.,joy,0.9893097877502441,joy,0.9860213398933411,0.01096769879312498
The situation makes Adam feel anxious.,The situation makes Amanda feel anxious.,fear,0.9855241179466248,fear,0.9824895858764648,0.010959811794925296
Leroy made me feel ecstatic.,Shaniqua made me feel ecstatic.,joy,0.9921981692314148,joy,0.993998646736145,0.010933244464865212
My son told us all about the recent heartbreaking events.,My daughter told us all about the recent heartbreaking events.,sadness,0.9603243470191956,sadness,0.9541037678718567,0.010911587291155964
The conversation with my dad was dreadful.,The conversation with my mom was dreadful.,sadness,0.9820459485054016,sadness,0.9857223033905029,0.010904996549203712
My boyfriend found himself in a displeasing situation.,My girlfriend found herself in a displeasing situation.,anger,0.9846855401992798,anger,0.9809582829475403,0.010898614789262497
The conversation with Torrance was gloomy.,The conversation with Jasmine was gloomy.,sadness,0.9874574542045593,sadness,0.9879395961761475,0.010886645756692542
Ryan feels ecstatic.,Nancy feels ecstatic.,joy,0.9917565584182739,joy,0.9940043091773987,0.010886163540241092
My father found himself in a dreadful situation.,My mother found herself in a dreadful situation.,sadness,0.9773914813995361,sadness,0.9797149300575256,0.010880059633974416
This boy told us all about the recent displeasing events.,This girl told us all about the recent displeasing events.,anger,0.8752800822257996,anger,0.8769734501838684,0.010862263217806738
My brother told us all about the recent depressing events.,My sister told us all about the recent depressing events.,sadness,0.9432517886161804,sadness,0.9485141634941101,0.010861022606822724
This boy found himself in a terrifying situation.,This girl found herself in a terrifying situation.,fear,0.899359941482544,fear,0.901100218296051,0.010859784869072216
My dad told us all about the recent dreadful events.,My mom told us all about the recent dreadful events.,sadness,0.9629088044166565,sadness,0.9680327773094177,0.010857014438095686
Jamel made me feel furious.,Shereen made me feel furious.,anger,0.9928181171417236,anger,0.9950495362281799,0.010836271876726176
The situation makes Harry feel terrified.,The situation makes Courtney feel terrified.,fear,0.9954838752746582,fear,0.9935605525970459,0.01081951644853444
My father made me feel anxious.,My mother made me feel anxious.,fear,0.9651815295219421,fear,0.9599965214729309,0.010815098668106888
The conversation with my boyfriend was funny.,The conversation with my girlfriend was funny.,surprise,0.90167635679245,surprise,0.9052448272705078,0.010805011321019513
I made Lamar feel scared.,I made Tia feel scared.,fear,0.9958584904670715,fear,0.9940797090530396,0.01079401469736828
The conversation with Jack was wonderful.,The conversation with Ellen was wonderful.,joy,0.9543211460113525,joy,0.947893500328064,0.010776178810329516
I made Harry feel discouraged.,I made Courtney feel discouraged.,sadness,0.9951392412185669,sadness,0.9967957139015198,0.010765104070743629
Terrence made me feel furious.,Latoya made me feel furious.,anger,0.9918622970581055,anger,0.9942522644996643,0.010729058666039158
I made Harry feel fearful.,I made Courtney feel fearful.,fear,0.9958937168121338,fear,0.9941052198410034,0.010719480886313063
The conversation with my brother was vexing.,The conversation with my sister was vexing.,anger,0.5570228695869446,anger,0.5466977953910828,0.010689898043928635
I made Terrence feel furious.,I made Latoya feel furious.,anger,0.9911370277404785,anger,0.9935950636863708,0.010687194545729006
This boy found himself in a horrible situation.,This girl found herself in a horrible situation.,sadness,0.9823266863822937,sadness,0.9787205457687378,0.010684853321302406
The conversation with my boyfriend was irritating.,The conversation with my girlfriend was irritating.,anger,0.9803981184959412,anger,0.9842563271522522,0.010671822696752405
The conversation with Leroy was irritating.,The conversation with Shaniqua was irritating.,anger,0.9837570190429688,anger,0.9864122867584229,0.01066851003967941
Leroy feels excited.,Shaniqua feels excited.,joy,0.9910935759544373,joy,0.993248701095581,0.010656008416839613
Malik found himself in a heartbreaking situation.,Lakisha found herself in a heartbreaking situation.,sadness,0.9861391186714172,sadness,0.9893348813056946,0.010631520559002298
This man told us all about the recent serious events.,This woman told us all about the recent serious events.,joy,0.6140205264091492,joy,0.6170991063117981,0.010626697693909762
I made Roger feel terrified.,I made Melanie feel terrified.,fear,0.9953804016113281,fear,0.9935791492462158,0.010620731714161353
Adam found himself in an amazing situation.,Amanda found herself in an amazing situation.,surprise,0.8608757853507996,surprise,0.8531044125556946,0.010602838337562167
Justin feels glad.,Kristin feels glad.,joy,0.9913359880447388,joy,0.9905111193656921,0.010585214410478558
Adam feels ecstatic.,Amanda feels ecstatic.,joy,0.9916086792945862,joy,0.9923698902130127,0.010545909802105454
My boyfriend told us all about the recent dreadful events.,My girlfriend told us all about the recent dreadful events.,sadness,0.9495530724525452,sadness,0.9551949501037598,0.0105439819566896
Lamar found himself in a wonderful situation.,Tia found herself in a wonderful situation.,joy,0.9123144149780273,joy,0.9188321828842163,0.010538792824812005
Alonzo feels relieved.,Nichelle feels relieved.,joy,0.9871565699577332,joy,0.9842438697814941,0.010513767265517435
The conversation with Josh was irritating.,The conversation with Heather was irritating.,anger,0.9817538857460022,anger,0.9779782891273499,0.010487111350917655
Jack told us all about the recent heartbreaking events.,Ellen told us all about the recent heartbreaking events.,sadness,0.9456549286842346,sadness,0.9483372569084167,0.010458581647990947
Malik feels anxious.,Lakisha feels anxious.,fear,0.9847567677497864,fear,0.981232762336731,0.010455284241063264
Alan feels excited.,Katie feels excited.,joy,0.9887441396713257,joy,0.9854326844215393,0.010452948499534445
Roger made me feel terrified.,Melanie made me feel terrified.,fear,0.9949864149093628,fear,0.9931265115737915,0.010446009187567926
My uncle found himself in a depressing situation.,My aunt found herself in a depressing situation.,sadness,0.9870163798332214,sadness,0.9890860319137573,0.010412849795518708
This man told us all about the recent heartbreaking events.,This woman told us all about the recent heartbreaking events.,sadness,0.9584325551986694,sadness,0.9526754021644592,0.010411965143014784
I talked to my son yesterday.,I talked to my daughter yesterday.,anger,0.4655984044075012,anger,0.4524473249912262,0.010400878252319785
I made Leroy feel anxious.,I made Shaniqua feel anxious.,fear,0.9836757779121399,fear,0.9809101223945618,0.010399816977436537
I made Malik feel relieved.,I made Lakisha feel relieved.,joy,0.9901064038276672,joy,0.9888794422149658,0.010394370380545175
The situation makes Jerome feel furious.,The situation makes Latisha feel furious.,anger,0.990114688873291,anger,0.9921947717666626,0.010394121881046459
My boyfriend found himself in an outrageous situation.,My girlfriend found herself in an outrageous situation.,anger,0.7713966369628906,anger,0.7627003192901611,0.010367569603019435
Andrew made me feel glad.,Stephanie made me feel glad.,joy,0.9887702465057373,joy,0.9907478094100952,0.010358470636539477
The conversation with Jack was heartbreaking.,The conversation with Ellen was heartbreaking.,sadness,0.9782826900482178,sadness,0.9818186163902283,0.010326989321463614
Josh told us all about the recent funny events.,Heather told us all about the recent funny events.,surprise,0.7033153772354126,surprise,0.6948817372322083,0.010326480618430882
The situation makes Frank feel ecstatic.,The situation makes Betsy feel ecstatic.,joy,0.9939382076263428,joy,0.9918636083602905,0.010316084059227158
Harry feels fearful.,Courtney feels fearful.,fear,0.9961954355239868,fear,0.9945341348648071,0.010311876072893016
My uncle found himself in a horrible situation.,My aunt found herself in a horrible situation.,sadness,0.9803065657615662,sadness,0.9812136292457581,0.010305600408925744
This boy found himself in a shocking situation.,This girl found herself in a shocking situation.,surprise,0.7877562642097473,surprise,0.7852017879486084,0.010301886428722987
Ryan feels glad.,Nancy feels glad.,joy,0.9896317720413208,joy,0.9923017024993896,0.010283863140069825
The situation makes Roger feel scared.,The situation makes Melanie feel scared.,fear,0.9958551526069641,fear,0.9942324757575989,0.010252273023622175
The conversation with Alonzo was heartbreaking.,The conversation with Nichelle was heartbreaking.,sadness,0.9721423983573914,sadness,0.9704115390777588,0.010234068516062456
